Lang_Id,likely_subtag,LangName,regions,variants,ROD,RODs,Macro,unwritten,obsolete,deprecated,areas,ISO 639-3,confirmed,Date modified,comments
akm-Zyyy,akm-Zyyy-IN,Aka-Bo,IN,,,,,,,,SAS,akm,,,Extinct
ako,ako-Latn-SR,Akurio,SR,,,,,1,,,SAM,ako,LE,9-Jan-2018,
akp,akp-Latn-GH,Siwu,GH,,,,,,,,WAF,akp,LE,12-Jan-2018,
akq,akq-Latn-PG,Ak,PG,,,,,1,,,MEL,akq,LE,10-Jan-2018,
akr,akr-Latn-VU,Araki,VU,,,,,,,,MEL,akr,LE,10-Jan-2018,
aks,aks-Latn-TG,Akaselem,TG,,,,,1,,,WAF,aks,,,
akt,akt-Latn-PG,Akolet,PG,,,,,1,,,MEL,akt,LE,10-Jan-2018,
aku,aku-Latn-CM,Akum,CM NG,,,,,1,,,MAF,aku,,,
akv,akv-Cyrl-RU,Akhvakh,AZ RU,,,,,1,,,EEU WAS,akv,,,
akw,akw-Latn-CG,Akwa,CG,,,,,1,,,MAF,akw,,,
akx-Zyyy,akx-Zyyy-IN,Aka-Kede,IN,,,,,,,,SAS,akx,,,Extinct
aky-Zyyy,aky-Zyyy-IN,Aka-Kol,IN,,,,,,,,SAS,aky,,,Extinct
akz,akz-Latn-US,Alabama,US,,,,,1,,,NAM,akz,LE,9-Jan-2018,
ala,ala-Latn-NG,Alago,NG,,,,,,,,WAF,ala,,,
alc,alc-Latn-CL,Qawasqar,CL,,,,,1,,,SAM,alc,LE,9-Jan-2018,
ald,ald-Latn-CI,Alladian,CI,,,,,,,,WAF,ald,,,
ale,ale-Latn-US,Aleut,RU US,,,00120,,,,,EEU NAM,ale,,,
ale-Cyrs,ale-Cyrs-US,Aleut,RU US,,,00120,,,1,,EEU NAM,ale,,,
alf,alf-Latn-NG,Alege,NG,,,02106,,1,,,WAF,alf,,,
alh,alh-Latn-AU,Alawa,AU,,,,,1,,,ANZ,alh,LE,10-Jan-2018,
ali,ali-Latn-PG,Amaimon,PG,,,,,,,,MEL,ali,LE,10-Jan-2018,
alj,alj-Latn-PH,Alangan,PH,,,,,,,,SEA,alj,,,
alk,alk-Zyyy-LA,Alak,LA,,,01811 01812 01814 01826 01827,,1,,,SEA,alk,NMC,20-Nov-2017,
all,all-Mlym-IN,Allar,IN,,,,,,,,SAS,all,,,
alm,alm-Latn-VU,Amblong,VU,,,,,1,,,MEL,alm,LE,10-Jan-2018,
aln,aln-Latn-XK,"Albanian, Gheg",AL AL AU BG CH DE DK ME MK ME MK NO RO RS RS SI TR US XK,,,19395,,,,,EEU NAM SEU WAS WEU,aln,CLDR,,Ethnologue has AL
aln-Brai,aln-Brai-AL,"Albanian, Gheg",AL ME MK RO RS TR,,,06870,,,,,EEU NAM SEU WAS WEU,aln,,,
alo,alo-Latn-ID,Larike-Wakasihu,ID,,,,,,,,SEA,alo,,20-Apr-2018,
alp,alp-Latn-ID,Alune,ID,,,,,,,,SEA,alp,,20-Apr-2018,
alq,alq-Latn-CA,Algonquin,CA,,,,,,,,NAM,alq,LE,9-Jan-2018,
alr,alr-Cyrl-RU,Alutor,RU,,,,,1,,,EEU,alr,,,
als,als-Latn-AL,"Albanian, Tosk",AL AT AU BE DE GR HR MK SE TR UA US,,,,sq,,,,EEU NAM NEU SEU WAS WEU,als,St,23-Mar-2018,
als-Elba,als-Elba-AL,"Albanian, Tosk",AL GR TR,,,,sq,,1,,EEU NAM NEU SEU WAS WEU,als,St,23-Mar-2018,
als-Grek,als-Grek-GR,"Albanian, Tosk",AL GR TR,,,,sq,,1,,EEU NAM NEU SEU WAS WEU,als,St,23-Mar-2018,
alt,alt-Cyrl-RU,"Altai, Southern",RU,,,,,,,,EEU,alt,CLDR,,
alt-Mong,alt-Mong-RU,"Altai, Southern",RU,,,,,,,,EEU,alt,,,
alu,alu-Latn-SB,Are'are,SB,,,03612 03640,,,,,MEL,alu,LE,10-Jan-2018,
alw,alw-Ethi-ET,Alaba-K'abeena,ET,,,,,,,,EAF,alw,,,
alx,alx-Latn-PG,Amol,PG,,,03269,,,,,MEL,alx,LE,10-Jan-2018,
aly,aly-Latn-AU,Alyawarr,AU,,,,,,,,ANZ,aly,LE,10-Jan-2018,
alz,alz-Latn-CD,Alur,CD UG,,,,,,,,EAF,alz,LE,12-Jan-2018,
am,am-Ethi-ET,Amharic,AU CA DJ EG ER ET GB IL US,,,,,,,,EAF NAF NAM NEU WAS EAF,amh,CLDR,,
am-Arab,am-Arab-ET,Amharic,CA DJ EG ER ET GB IL US,,,,,,,,EAF NAF NAM NEU WAS EAF,amh,,,
am-Brai,am-Brai-ET,Amharic,CA DJ EG ER ET GB IL US,,,,,,,,EAF NAF NAM NEU WAS EAF,amh,,,
ama,ama-Latn-BR,Amanayé,BR,,,,,1,,,SAM,ama,LE,10-Jan-2018,Extinct
amb,amb-Latn-NG,Ambo,NG,,,,,1,,,WAF,amb,,,
amc,amc-Latn-PE,Amahuaca,BR PE,,,,,,,,SAM,amc,LE,9-Jan-2018,
ame,ame-Latn-PE,Yanesha',PE,,,,,,,,SAM,ame,LE,9-Jan-2018,
amf-Ethi,amf-Ethi-ET,Hamer-Banna,ET,,,03140,,,,,EAF,amf,,,
amf,amf-Latn-ET,Hamer-Banna,ET,,,03140,,,,,EAF,amf,,11/15/2021,LE: Made Latn primary based on Scripture publications
amg,amg-Latn-AU,Amurdak,AU,,,,,1,,,ANZ,amg,LE,10-Jan-2018,
ami,ami-Latn-TW,Amis,TW,,,,,,,,EAS,ami,LE,12-Jan-2018,
amj,amj-Latn-TD,Amdang,TD,,,,,1,,,MAF,amj,JJB,18-Apr-2018,
amk,amk-Latn-ID,Ambai,ID,,,01200,,,,,SEA,amk,,20-Apr-2018,
aml,aml-Zyyy-BD,War-Jaintia,BD IN,,,,,1,,,SAS,aml,,,
amm,amm-Latn-PG,Ama,PG,,,,,,,,MEL,amm,LE,10-Jan-2018,
amn,amn-Latn-PG,Amanab,PG,,,,,,,,MEL,amn,LE,10-Jan-2018,
amo,amo-Latn-NG,Amo,NG,,,,,,,,WAF,amo,CLDR,,
amp,amp-Latn-PG,Alamblak,PG,,,,,,,,MEL,amp,LE,10-Jan-2018,
amq,amq-Latn-ID,Amahai,ID,,,,,1,,,SEA,amq,,,
amr,amr-Latn-PE,Amarakaeri,PE,,,,,,,,SAM,amr,LE,9-Jan-2018,
ams-Zyyy,ams-Zyyy-JP,"Amami-Oshima, Southern",JP,,,,,,,,EAS,ams,,,
amt,amt-Latn-PG,Amto,PG,,,,,,,,MEL,amt,LE,10-Jan-2018,
amu,amu-Latn-MX,"Amuzgo, Guerrero",MX,,,,,,,,CAM,amu,LE,9-Jan-2018,
amv,amv-Latn-ID,Ambelau,ID,,,,,1,,,SEA,amv,,,
amw-Arab,amw-Arab-SY,Western Neo-Aramaic,PS SY,,,,,,,,WAS,amw,,,
amw-Armi,amw-Armi-SY,Western Neo-Aramaic,SY,,,,,,,,WAS,amw,,,
amw-Latn,amw-Latn-SY,Western Neo-Aramaic,SY,,,,,,,,WAS,amw,,,
amw-Syrj,amw-Syrj-SY,Western Neo-Aramaic,SY,,,,,,,,WAS,amw,,,
amw,amw-Syrc-SY,Western Neo-Aramaic,SY,,,,,,,,WAS,amw,,11/15/2021,I think Syrc is primary
amx,amx-Latn-AU,Anmatyerre,AU,,,,,,,,ANZ,amx,LE,10-Jan-2018,
amy,amy-Latn-AU,Ami,AU,,,,,1,,,ANZ,amy,LE,10-Jan-2018,
amz,amz-Latn-AU,Atampaya,AU,,,,,,,,ANZ,amz,LE,10-Jan-2018,Extinct
an,an-Latn-ES,Aragonese,ES,,,,,,,,SEU,arg,LE,12-Jan-2018,
ana,ana-Latn-CO,Andaqui,CO,,,,,1,,,SAM,ana,LE,10-Jan-2018,Extinct
anb,anb-Latn-PE,Andoa,PE,,,,,,,,SAM,anb,LE,9-Jan-2018,Extinct
anc,anc-Latn-NG,Ngas,NG,,,06427,,,,,WAF,anc,,,
and,and-Latn-ID,Ansus,ID,,,,,1,,,SEA,and,,,
ane,ane-Latn-NC,Xârâcùù,NC,,,,,,,,MEL,ane,LE,10-Jan-2018,
anf,anf-Latn-GH,Animere,GH,,,,,1,,,WAF,anf,LE,12-Jan-2018,
ang,ang-Latn-GB,Old English (ca. 450-1100),GB,,,,,,1,,NEU,ang,,,Historical
anh,anh-Latn-PG,Nend,PG,,,,,,,,MEL,anh,LE,10-Jan-2018,
ani,ani-Cyrl-RU,Andi,RU,,,,,,,,EEU,ani,,,
anj,anj-Latn-PG,Anor,PG,,,04012 04013,,1,,,MEL,anj,LE,10-Jan-2018,
ank,ank-Latn-NG,Goemai,NG,,,,,,,,WAF,ank,,,
anl,anl-Latn-MM,"Chin, Anu-Hkongso",MM,,,,,,,,SEA,anl,NMC,10-Jan-2018,"Ethnologue reports 2 seperate literature efforts, two codes needed? Question to MH"
anm,anm-Latn-IN,Anal,IN MM,,,00842 03854 04155 06980,,,,,SAS SEA,anm,,,
ann,ann-Latn-NG,Obolo,NG,,,,,,,,WAF,ann,,,
ano,ano-Latn-CO,Andoque,CO,,,,,,1,,SAM,ano,LE,9-Jan-2018,
anp,anp-Deva-IN,Angika,IN NP,,,,,,,,SAS,anp,,,
anq-Deva,anq-Deva-IN,Jarawa,IN,,,,,1,,,SAS,anq,,,
anq-Latn,anq-Latn-IN,Jarawa,IN,,,,,1,,,SAS,anq,,,
anr,anr-Deva-IN,Andh,IN,,,,,,,,SAS,anr,,,
ans,ans-Latn-CO,Anserma,CO,,,,,1,,,SAM,ans,LE,10-Jan-2018,Extinct
ant,ant-Latn-AU,Antakarinya,AU,,,,,1,,,ANZ,ant,LE,10-Jan-2018,
anu,anu-Ethi-ET,Anuak,ET SS,,,,,,,,EAF,anu,,,
anu-Arab,anu-Arab-SS,Anuak,ET SS,,,,,,,,EAF,anu,,,
anu-Latn,anu-Latn-SS,Anuak,ET SS,,,,,,,,EAF,anu,,,
anv,anv-Latn-CM,Denya,CM,,,04360 04550,,,,,MAF,anv,LE,12-Jan-2018,
anw,anw-Latn-NG,Anaang,NG,,,,,,,,WAF,anw,,,
anx,anx-Latn-PG,Andra-Hus,PG,,,,,1,,,MEL,anx,LE,10-Jan-2018,
any,any-Latn-CI,Anyin,CI GH,,,02674 07046,,,,,WAF,any,,,
anz,anz-Latn-PG,Anem,PG,,,,,,,,MEL,anz,LE,10-Jan-2018,
aoa,aoa-Latn-ST,Angolar,ST,,,,,1,,,MAF,aoa,,,
aob,aob-Latn-PG,Abom,PG,,,,,1,,,MEL,aob,LE,10-Jan-2018,
aoc,aoc-Latn-VE,Pemon,BR GY VE,,,15586,,,,,SAM,aoc,LE,9-Jan-2018,
aod,aod-Latn-PG,Andarum,PG,,,,,1,,,MEL,aod,LE,10-Jan-2018,
aoe,aoe-Latn-PG,Angal Enen,PG,,,04020,,,,,MEL,aoe,LE,10-Jan-2018,
aof,aof-Latn-PG,Bragat,PG,,,,,1,,,MEL,aof,LE,10-Jan-2018,
aog,aog-Latn-PG,Angoram,PG,,,,,1,,,MEL,aog,LE,10-Jan-2018,
aoh,aoh-Latn-CO,Arma,CO,,,,,1,,1,SAM,aoh,LE,10-Jan-2018,Extinct
aoi,aoi-Latn-AU,Anindilyakwa,AU,,,,,,,,ANZ,aoi,LE,10-Jan-2018,
aoj,aoj-Latn-PG,Mufian,PG,,,00375 00377 00378 01158 20757,,,,,MEL,aoj,LE,10-Jan-2018,
aoj-x-balif,aoj-Latn-PG-x-balif,Mufian - Balif,PG,,01158,00375 00377 00378 01158 20757,,,,,MEL,aoj,LE,,
aoj-x-filifita,aoj-Latn-PG-x-filifita,Mufian - Filifita,PG,,20757,00375 00377 00378 01158 20757,,,,,MEL,aoj,LE,,
aok,aok-Latn-NC,Arhö,NC,,,,,1,,,MEL,aok,LE,10-Jan-2018,
aol,aol-Latn-ID,Alor,ID,,,,,1,,,SEA,aol,,,
aom,aom-Latn-PG,Ömie,PG,,,02502 02504,,,,,MEL,aom,LE,10-Jan-2018,
aon,aon-Latn-PG,"Arapesh, Bumbita",PG,,,01173,,,,,MEL,aon,LE,10-Jan-2018,
aor,aor-Latn-VU,Aore,VU,,,,,1,,,MEL,aor,LE,10-Jan-2018,Extinct
aos,aos-Latn-ID,Taikat,ID,,,,,1,,,SEA,aos,,,
aot,aot-Beng-BD,Atong,BD IN,,,,,,,,SAS,aot,,11/15/2021,LE: Made Beng primary
aot-Latn,aot-Latn-IN,Atong,BD IN,,,,,,,,SAS,aot,,,
aou,aou-Zyyy-CN,A'ou,CN,,,,,1,,,EAS,aou,,,
aox,aox-Latn-GY,Atorada,BR GY,,,,,1,,,SAM,aox,LE,9-Jan-2018,
aoz,aoz-Latn-ID,Uab Meto,ID,,,04653 07325 07326 07328,,,,,SEA,aoz,CLDR,,
apb,apb-Latn-SB,Sa'a,SB,,,03631 03671,,,,,MEL,apb,LE,10-Jan-2018,
apc,apc-Arab-SY,"Arabic, North Levantine Spoken",AE AG AR BR CY DE DO EG GF IL JM LB LY ML MX PS QA SA SL SR SY TN TR TT,,,06442 07137 20554,,,,,CAR NAF SAM WAF WAS,apc,,,
apd,apd-Arab-TG,"Arabic, Sudanese Spoken",AE EG ER ET LY QA SA SD SS YE,,,,,,,,EAF NAF WAS,apd,CLDR,,"CLDR issue: should not be TG, should be SD"
apd-Latn,apd-Latn-SD,"Arabic, Sudanese Spoken",EG ER ET LY QA SA SD SS,,,00905 00906 06375 07150,,,,,EAF NAF WAS,apd,LE,12-Jan-2018,
ape,ape-Latn-PG,Bukiyip,PG,,,08441,,,,,MEL,ape,LE,10-Jan-2018,
ape-x-coastal,ape-Latn-PG-x-coastal,Bukiyip - Coastal Arapesh,PG,,08441,08441,,,,,MEL,ape,,,
ape-x-mountain,ape-Latn-PG-x-mountain,Bukiyip - Mountain Arapesh,PG,,03286,08441,,,,,MEL,ape,,,This ROD code wasn't in the official list
apf,apf-Latn-PH,"Agta, Pahanan",PH,,,,,,,,SEA,apf,,,
apg,apg-Latn-ID,Ampanang,ID,,,,,1,,,SEA,apg,,,
aph,aph-Deva-NP,Athpariya,NP,,,,,,,,SAS,aph,,,
api,api-Latn-BR,Apiaká,BR,,,,,1,,,SAM,api,LE,9-Jan-2018,
apj,apj-Latn-US,"Apache, Jicarilla",US,,,,,,,,NAM,apj,LE,9-Jan-2018,
apk,apk-Latn-US,"Apache, Kiowa",US,,,,,1,,,NAM,apk,LE,9-Jan-2018,
apl,apl-Latn-US,"Apache, Lipan",US,,,,,1,,,NAM,apl,LE,9-Jan-2018,
apm,apm-Latn-US,"Apache, Mescalero-Chiricahua",US,,,20960,,,,,NAM,apm,LE,9-Jan-2018,
apn,apn-Latn-BR,Apinayé,BR,,,,,,,,SAM,apn,LE,9-Jan-2018,
apo,apo-Latn-PG,Ambul,PG,,,,,1,,,MEL,apo,LE,10-Jan-2018,
app,app-Latn-VU,Apma,VU,,,,,,,,MEL,app,LE,10-Jan-2018,
apq,apq-Zyyy-IN,A-Pucikwar,IN,,,,,1,,,SAS,apq,,,
apr,apr-Latn-PG,Arop-Lokep,PG,,,00555 07252 13119,,,,,MEL,apr,LE,10-Jan-2018,
aps,aps-Latn-PG,Arop-Sissano,PG,,,,,,,,MEL,aps,LE,10-Jan-2018,
apt,apt-Latn-IN,Apatani,IN,,,,,,,,SAS,apt,,,
apu,apu-Latn-BR,Apurinã,BR,,,,,,,,SAM,apu,LE,9-Jan-2018,
apv,apv-Latn-BR,Alapmunte,BR,,,,,1,,,SAM,apv,LE,10-Jan-2018,Extinct
apw,apw-Latn-US,"Apache, Western",US,,,00336 03981 04144,,,,,NAM,apw,LE,9-Jan-2018,
apx,apx-Latn-ID,Aputai,ID,,,,,1,,,SEA,apx,,,
apy,apy-Latn-BR,Apalaí,BR,,,,,,,,SAM,apy,LE,9-Jan-2018,
apz,apz-Latn-PG,Safeyoka,PG,,,,,,,,MEL,apz,LE,10-Jan-2018,
aqc,aqc-Cyrl-RU,Archi,RU,,,,,1,,,EEU,aqc,,,
aqd,aqd-Latn-ML,"Dogon, Ampari",ML,,,,,1,,,WAF,aqd,,,
aqg,aqg-Latn-NG,Arigidi,NG,,,01942,,1,,,WAF,aqg,,,
aqk,aqk-Latn-NG,Aninka,NG,,,,,1,,,WAF,aqk,,,
aqm,aqm-Latn-ID,Atohwaim,ID,,,,,1,,,SEA,aqm,,,
aqn,aqn-Latn-PH,"Alta, Northern",PH,,,,,1,,,SEA,aqn,,,
aqp,aqp-Zyyy-US,Atakapa,US,,,,,1,,,NAM,aqp,LE,10-Jan-2018,Extinct
aqr,aqr-Latn-NC,Arhâ,NC,,,,,1,,,MEL,aqr,LE,10-Jan-2018,
aqt,aqt-Latn-PY,Angaité,PY,,,,,1,,,SAM,aqt,LE,9-Jan-2018,
aqz,aqz-Latn-BR,Akuntsu,BR,,,,,1,,,SAM,aqz,LE,9-Jan-2018,
ar,ar-Arab-EG,Arabic,AE BH DJ DZ EG EH ER IL IQ JO KM KW LB LY MA MR OM PS QA SA SD SO SY TD TN YE,,,,,,,,NAF,ara,CLDR,,Ethnologue has SA
ar-Brai,ar-Brai-SA,Arabic,AE BH DJ DK DZ EG EH ER IL IQ JO KM KW LB LY MA MR OM PH PS QA SA SD SO SY TD TN TZ YE,,,,,,,,EAF MAF NAF NEU SEA WAF WAS,ara,,23-Mar-2018,from arb-Brai-SA
ar-Syrc,ar-Syrc-SA,Arabic,IR SA SS,,,,,,1,,WAS,ara,,,
arb,arb-Arab-SA,"Arabic, Standard",AE BH DJ DK DZ EG EH ER IL IQ IR JO KM KW LB LY MA ML MR NE OM PH PS QA SA SD SO SS SY TD TN TR TZ YE,,,04501,ar,,,,EAF MAF NAF NEU SEA WAF WAS,arb,,23-Mar-2018,
arb-Brai,arb-Brai-SA,"Arabic, Standard",AE BH DJ DK DZ EG EH ER IL IQ IR JO KM KW LB LY MA ML MR NE OM PH PS QA SA SD SO SS SY TD TN TR TZ YE,,,04501,ar,,,,EAF MAF NAF NEU SEA WAF WAS,arb,,23-Mar-2018,
arc,arc-Armi-IR,Official Aramaic (700-300 BCE),IR,,,,,,,,SAS,arc,CLDR,,Ancient
arc-Nbat,arc-Nbat-JO,Aramaic,JO,,,,,,,,WAS,arc,CLDR,,
arc-Palm,arc-Palm-SY,Aramaic,SY,,,,,,,,???,arc,CLDR,,
arc-Syrc,arc-Syrc-XX,Aramaic,XX,,,,,,,,???,arc,LE,,keyboard purports to support this script
ard,ard-Latn-AU,Arabana,AU,,,,,1,,,ANZ,ard,LE,10-Jan-2018,Extinct
are,are-Latn-AU,"Arrarnta, Western",AU,,,,,,,,ANZ,are,LE,10-Jan-2018,
arh,arh-Latn-CO,Arhuaco,CO,,,,,,,,SAM,arh,LE,9-Jan-2018,
ari,ari-Latn-US,Arikara,US,,,,,1,,,NAM,ari,LE,9-Jan-2018,
arj,arj-Latn-BR,Arapaso,BR,,,,,1,,,SAM,arj,LE,10-Jan-2018,Extinct
ark,ark-Latn-BR,Arikapú,BR,,,,,1,,,SAM,ark,LE,9-Jan-2018,
arl,arl-Latn-PE,Arabela,PE,,,,,,,,SAM,arl,LE,9-Jan-2018,
arn,arn-Latn-CL,Mapudungun,AR CL US,,,,,,,,NAM SAM,arn,CLDR,,
aro,aro-Latn-BO,Araona,BO,,,,,,,,SAM,aro,CLDR,,
arp,arp-Latn-US,Arapaho,US,,,06404,,,,,NAM,arp,LE,9-Jan-2018,
arq,arq-Arab-DZ,"Arabic, Algerian Spoken",BE DE DZ EG ES FR NL PM TN,,,06373 07075,,,,,NAF NAM WEU,arq,CLDR,,
arr,arr-Latn-BR,Karo,BR,,,,,1,,,SAM,arr,LE,9-Jan-2018,
ars,ars-Arab-SA,"Arabic, Najdi Spoken",CA IQ JO KW QA SA SY,,,,,,,,NAM WAS,ars,,,
aru,aru-Latn-BR,Aruá (Amazonas State),BR,,,,,1,,,SAM,aru,LE,10-Jan-2018,Extinct
arv,arv-Zyyy-ET,Arbore,ET,,,,,1,,,EAF,arv,,,
arw,arw-Latn-SR,Arawak,GF GY SR VE,,,,,,,,SAM,arw,LE,9-Jan-2018,
arx,arx-Latn-BR,Aruá,BR,,,,,1,,,SAM,arx,LE,9-Jan-2018,
ary,ary-Arab-MA,"Arabic, Moroccan Spoken",BE DE EG EH ES FR GI LY MA NL,,,07126 07127,,,,,NAF SEU WEU,ary,CLDR,,
arz,arz-Arab-EG,"Arabic, Egyptian Spoken",AE DE EG GR IL IQ JO KW LY NL OM PS QA SA SY YE,,,07086,,,,,NAF WAS WEU,arz,CLDR,,
arz-Brai,arz-Brai-EG,"Arabic, Egyptian Spoken",AE DE EG IL IQ JO KW LY OM PS QA SA SY YE,,,07086,,,,,NAF WAS WEU,arz,,,
as,as-Beng-IN,Assamese,BT IN US,,,,,,,,NAM SAS,asm,CLDR,,
asa,asa-Latn-TZ,Asu,TZ,,,,,,,,EAF,asa,CLDR,,
asb,asb-Latn-CA,Assiniboine,CA US,,,,,1,,,NAM,asb,LE,9-Jan-2018,
asc,asc-Latn-ID,"Asmat, Casuarina Coast",ID,,,01502 01514 04111 04231,,,,,SEA,asc,,,
asd,asd-Latn-PG,Asas,PG,,,,,,,snz,MEL,asd,LE,10-Jan-2018,
ase,ase-Sgnw-US,American Sign Language,AG BB BF BJ BM BO BS BZ CA CF CG CI DM GA GD GU GY HT KY JM KN LC ML NG PH PR SV TD TG TT US VC VI ZA ZM,,,,,,,,CAM CAR EAF MAF NAM SAF SAM SEA WAF,ase,CLDR,,
ase-Zxxx,ase-Zxxx-US,American Sign Language,AG BB BF BJ BM BO BS BZ CA CF CG CI DM GA GD GU GY HT JM KN LC ML NG PH PR SV TD TG TT US VC VI ZA ZM,,,,,,,,CAM CAR EAF MAF NAM SAF SAM SEA WAF,ase,,,
asf,asf-Zxxx-AU,Australian Sign Language,AU,,,,,,,,ANZ,asf,LE,3-Dec-2018,
asg,asg-Latn-NG,Cishingini,NG,,,,,,,,WAF,asg,,,
ash,ash-Latn-PE,Awishira,PE,,,,,1,,,SAM,ash,LE,10-Jan-2018,Extinct
asi,asi-Latn-ID,Buruwai,ID,,,01738,,1,,,SEA,asi,,,
asj,asj-Latn-CM,Sari,CM,,,,,,,,MAF,asj,LE,12-Jan-2018,
ask,ask-Arab-AF,Ashkun,AF,,,07274,,1,,,SAS,ask,,,
asl,asl-Latn-ID,Asilulu,ID,,,,,1,,,SEA,asl,,,
asn,asn-Latn-BR,Asurini of Xingú,BR,,,,,1,,,SAM,asn,LE,9-Jan-2018,
aso,aso-Latn-PG,Dano,PG,,,00455,,,,,MEL,aso,LE,10-Jan-2018,
asp,asp-Zxxx-DZ,Algerian Sign Language,DZ,,,,,,,,NAF,asp,LE,3-Dec-2018,
asq,asq-Zxxx-AT,Austrian Sign Language,AT,,,,,,,,WEU,asq,LE,3-Dec-2018,
asr-Deva,asr-Deva-IN,Asuri,IN,,,04880,,,,,SAS,asr,,,
ass,ass-Latn-CM,Ipulo,CM,,,06228 10932,,,,,MAF,ass,LE,12-Jan-2018,
ast,ast-Latn-ES,Asturian,ES PT,,,,,,,,SEU,ast,CLDR,,
asu,asu-Latn-BR,"Asurini, Tocantins",BR,,,,,,,,SAM,asu,LE,9-Jan-2018,
asv,asv-Latn-CD,Asoa,CD,,,,,1,,,MAF,asv,,,
asw,asw-Zxxx-AU,Australian Aborigines Sign Language,AU,,,,,,,,ANZ,asw,LE,3-Dec-2018,
asx,asx-Latn-PG,Muratayak,PG,,,,,,,,MEL,asx,LE,10-Jan-2018,
asy,asy-Latn-ID,"Asmat, Yaosakor",ID,,,,,,,,SEA,asy,,20-Apr-2018,
asz,asz-Latn-ID,As,ID,,,,,1,,,SEA,asz,,,
ata,ata-Latn-PG,Pele-Ata,PG,,,01486 15583,,,,,MEL,ata,LE,10-Jan-2018,
atb,atb-Latn-CN,Zaiwa,CN MM,,,22666,,,,,EAS SEA,atb,SVW,,Users in China and Myanmar use (used?) different Roman script orthographies; some push toward unification. May or may not need two different language tags.
atb-Lisu,atb-Lisu-CN,Zaiwa,CN MM,,,22666,,,1,,EAS SEA,atb,,,
atc,atc-Latn-PE,Atsahuaca,PE,,,,,1,,,SAM,atc,LE,10-Jan-2018,Extinct
atd,atd-Latn-PH,"Manobo, Ata",PH,,,,,,,,SEA,atd,,,
ate,ate-Latn-PG,Mand,PG,,,,,1,,,MEL,ate,LE,10-Jan-2018,
atg,atg-Latn-NG,Ivbie North-Okpela-Arhe,NG,,,11026,,,,,WAF,atg,,,
ati,ati-Latn-CI,Attié,CI,,,07338,,,,,WAF,ati,,,
atj,atj-Latn-CA,Atikamekw,CA,,,,,,,,NAM,atj,CLDR,,
atk,atk-Latn-PH,Ati,PH,,,02124,,1,,,SEA,atk,,,
atl,atl-Latn-PH,"Agta, Mt. Iraya",PH,,,,,1,,,SEA,atl,,,
atm,atm-Latn-PH,Ata,PH,,,,,1,,,SEA,atm,,,
atn,atn-Arab-IR,Ashtiani,IR,,,,,,,,SAS,atn,,,
ato,ato-Latn-CM,Atong,CM,,,,,1,,,MAF,ato,,,
atp,atp-Latn-PH,"Atta, Pudtol",PH,,,,,1,,,SEA,atp,,,
atq,atq-Latn-ID,Aralle-Tabulahan,ID,,,07174,,,,,SEA,atq,,20-Apr-2018,
atr,atr-Latn-BR,Waimiri-Atroarí,BR,,,,,1,,,SAM,atr,LE,9-Jan-2018,
ats,ats-Latn-US,Gros Ventre,US,,,,,1,,,NAM,ats,LE,9-Jan-2018,
att,att-Latn-PH,"Atta, Pamplona",PH,,,,,,,,SEA,att,,,
atu,atu-Latn-SS,Reel,SS,,,,,,,,EAF,atu,LE,12-Jan-2018,
atv,atv-Cyrl-RU,"Altai, Northern",RU,,,,,,,,EEU,atv,,,
atw,atw-Latn-US,Atsugewi,US,,,,,1,,,NAM,atw,LE,9-Jan-2018,
atx,atx-Latn-BR,Arutani,BR VE,,,,,1,,,SAM,atx,LE,9-Jan-2018,
aty,aty-Latn-VU,Aneityum,VU,,,,,,,,MEL,aty,LE,10-Jan-2018,
atz,atz-Latn-PH,Arta,PH,,,,,1,,,SEA,atz,,,
aua,aua-Latn-SB,Asumboa,SB,,,,,,,,MEL,aua,LE,10-Jan-2018,
aub,aub-Zyyy-CN,Alugu,CN,,,,,1,,,EAS,aub,,,
auc,auc-Latn-EC,Waorani,EC,,,,,,,,SAM,auc,LE,9-Jan-2018,
aud,aud-Latn-SB,Anuta,SB,,,,,,,,MEL,aud,LE,10-Jan-2018,
aue,aue-Latn-NA,Ju|'hoansi,BW NA,,,,ktz,,,ktz,SAF,ktz,LE,9-Jan-2018,
aug,aug-Latn-BJ,Aguna,BJ TG,,,,,1,,,WAF,aug,,,
auh,auh-Latn-ZM,Aushi,CD ZM,,,,,1,,,EAF MAF,auh,LE,30-Jan-2018,
aui,aui-Latn-PG,Anuki,PG,,,,,,,,MEL,aui,LE,10-Jan-2018,
auj-Zyyy,auj-Zyyy-LY,Awjilah,LY,,,,,1,,,NAF,auj,,,
auk,auk-Latn-PG,Heyo,PG,,,,,,,,MEL,auk,LE,10-Jan-2018,
aul,aul-Latn-VU,Aulua,VU,,,,,,,,MEL,aul,LE,10-Jan-2018,
aum,aum-Latn-NG,Asu,NG,,,,,1,,,WAF,aum,,,
aun,aun-Latn-PG,"One, Molmo",PG,,,,,,,,MEL,aun,LE,10-Jan-2018,
auo,auo-Latn-NG,Auyokawa,NG,,,,,,,,WAF,auo,,,Extinct
aup,aup-Latn-PG,Makayam,PG,,,00540 00543 03932,,,,,MEL,aup,LE,10-Jan-2018,
auq,auq-Latn-ID,Anus,ID,,,01161 01180,,1,,,SEA,auq,,,
