Lang_Id,likely_subtag,LangName,script,regions,default region,unwritten,not used,areas,ISO 639-3,confirmed,Date modified,comments
cek-x-asangkhongso,cek-Latn-MM-x-asangkhongso,"Chin, Eastern Khumi Asang (Khongso) dialect",Latn,MM,MM,,,SEA,cek,NMC,,followup pending
cek-x-hnise,cek-Latn-MM-x-hnise,"Chin, Eastern Khumi Hnise dialect",Latn,MM,MM,,,SEA,cek,NMC,,followup pending
cek-x-kanise,cek-Latn-MM-x-kanise,"Chin, Eastern Khumi Kanise dialect",Latn,MM,MM,,,SEA,cek,NMC,,followup pending
cek-x-khongtuu,cek-Latn-MM-x-khongtuu,"Chin, Eastern Khumi Khong Tuu dialect",Latn,MM,MM,,,SEA,cek,NMC,,followup pending
cek-x-lemid,cek-Latn-MM-x-lemid,"Chin, Eastern Khumi Lemi dialect",Latn,MM,MM,,,SEA,cek,NMC,,followup pending
cek-x-likhy,cek-Latn-MM-x-likhy,"Chin, Eastern Khumi Likhy dialect",Latn,MM,MM,,,SEA,cek,NMC,,followup pending
cek-x-rengcaa,cek-Latn-MM-x-rengcaa,"Chin, Eastern Khumi Rengcaa dialect",Latn,MM,MM,,,SEA,cek,NMC,,followup pending
cen-Latn,cen-Latn-NG,Cen,Latn,NG,NG,,,WAF,cen,,,
cet-Zyyy,cet-Zyyy-NG,Centúúm,Zyyy,NG,NG,,,WAF,cet,,,
cfa-Latn,cfa-Latn-NG,Dikaka,Latn,NG,NG,,,WAF,cfa,,,
cfd-Zyyy,cfd-Zyyy-NG,Cara,Zyyy,NG,NG,,,WAF,cfd,,,
cfg-Zyyy,cfg-Zyyy-NG,Como Karim,Zyyy,NG,NG,,,WAF,cfg,,,
cfm-Beng,cfm-Beng-IN,"Chin, Falam",Beng,IN,IN,,,SAS,cfm,,,
cfm-Latn-x-lente,cfm-Latn-MM-x-lente,"Chin, Falam Lente",Latn,MM,MM,,,SEA,cfm,NMC,15-Feb-2018,
cfm,cfm-Latn-MM,"Chin, Falam",Latn,IN MM,MM,,,SAS SEA,cfm,SVW,,
cga,cga-Latn-PG,Changriwa,Latn,PG,PG,1,,MEL,cga,LE,10-Jan-2018,
cgc-Latn,cgc-Latn-PH,Kagayanen,Latn,PH,PH,,,SEA,cgc,,,
cgg,cgg-Latn-UG,Chiga,Latn,UG,UG,,,EAF,cgg,CLDR,,
cgk,cgk-Qaax-BT,Chocangacakha,Qaax,BT,BT,1,,SAS,cgk,,,
ch,ch-Latn-GU,Chamorro,Latn,GU MP US,GU,,,MIC NAM,cha,CLDR,,
chb,chb-Latn-CO,Chibcha,Latn,CO,CO,1,,SAM,chb,LE,10-Jan-2018,Extinct
chc,chc-Zyyy-US,Catawba,Zyyy,US,US,1,,NAM,chc,LE,10-Jan-2018,Extinct
chd,chd-Latn-MX,"Chontal, Highland Oaxaca",Latn,MX,MX,,,CAM,chd,LE,9-Jan-2018,
chf,chf-Latn-MX,"Chontal, Tabasco",Latn,MX,MX,,,CAM,chf,LE,9-Jan-2018,
chg-Zyyy,chg-Zyyy-TM,Chagatai,Zyyy,TM,TM,,,CAS,chg,,,Extinct
chh,chh-Latn-US,Chinook,Latn,US,US,1,,NAM,chh,LE,9-Jan-2018,
chj,chj-Latn-MX,"Chinantec, Ojitlán",Latn,MX,MX,,,CAM,chj,LE,9-Jan-2018,
chk,chk-Latn-FM,Chuukese,Latn,FM GU US,FM,,,MIC NAM,chk,CLDR,,
chl,chl-Latn-US,Cahuilla,Latn,US,US,1,,NAM,chl,LE,9-Jan-2018,
chm,chm-Cyrl-RU,Mari (Russia),Cyrl,RU,RU,,,EEU,chm,CLDR,,
chm-Latn,chm-Latn-RU,Mari (Russia),Latn,RU,RU,,,EEU,chm,,,
chn,chn-Latn-US,Chinook Wawa,Latn,CA US,US,,,NAM,chn,LE,9-Jan-2018,
cho,cho-Latn-US,Choctaw,Latn,US,US,,,NAM,cho,CLDR,,
chp-Cans,chp-Cans-CA,Dene,Cans,CA,CA,,1,NAM,chp,LE,9-Jan-2018,
chp,chp-Latn-CA,Dene,Latn,CA,CA,,,NAM,chp,CLDR,,
chq,chq-Latn-MX,"Chinantec, Quiotepec",Latn,MX,MX,,,CAM,chq,LE,9-Jan-2018,
chr,chr-Cher-US,Cherokee,Cher,US,US,,,NAM,chr,CLDR,,
chr-Latn,chr-Latn-US,Cherokee,Latn,US,US,,,NAM,chr,,,
cht,cht-Zyyy-PE,Cholón,Zyyy,PE,PE,1,,SAM,cht,LE,10-Jan-2018,Extinct
chw-Latn,chw-Latn-MZ,Chuwabu,Latn,MZ,MZ,,,EAF,chw,,,
chx-Deva,chx-Deva-NP,Chantyal,Deva,NP,NP,,,SAS,chx,,,
chy-Latn,chy-Latn-US,Cheyenne,Latn,US,US,,,NAM,chy,,,
chz,chz-Latn-MX,"Chinantec, Ozumacín",Latn,MX,MX,,,CAM,chz,LE,9-Jan-2018,
cia,cia-Qaax-ID,Cia-Cia,Qaax,ID,ID,1,,SEA,cia,,,
cib,cib-Qaax-BJ,"Gbe, Ci",Qaax,BJ,BJ,1,,WAF,cib,,,
cic,cic-Latn-US,Chickasaw,Latn,US,US,1,,NAM,cic,LE,9-Jan-2018,
cid,cid-Zyyy-US,Chimariko,Zyyy,US,US,1,,NAM,cid,LE,10-Jan-2018,Extinct
cie,cie-Qaax-NG,Cineni,Qaax,NG,NG,1,,WAF,cie,,,
cih-Deva,cih-Deva-IN,Chinali,Deva,IN,IN,,,SAS,cih,,,
cik,cik-Qaax-IN,"Kinnauri, Chitkuli",Qaax,IN,IN,1,,SAS,cik,,,
cim-Latn,cim-Latn-IT,Cimbrian,Latn,IT,IT,,,SEU,cim,,,
cin,cin-Latn-BR,Cinta Larga,Latn,BR,BR,,,SAM,cin,LE,9-Jan-2018,
cip,cip-Latn-MX,Chiapanec,Latn,MX,MX,1,,CAM,cip,LE,9-Jan-2018,
cir,cir-Latn-NC,Tîrî,Latn,NC,NC,1,,MEL,cir,LE,10-Jan-2018,
ciw-Cans,ciw-Cans-US,Chippewa,Cans,US,US,,1,NAM,ciw,,,
ciw-Latn,ciw-Latn-US,Chippewa,Latn,US,US,,,NAM,ciw,,,
ciy,ciy-Latn-VE,Chaima,Latn,VE,VE,1,,SAM,ciy,LE,9-Jan-2018,
cja,cja-Arab-KH,"Cham, Western",Arab,FR KH MY TH US VN,KH,,,NAM SEA WEU,cja,CLDR,,
cja-Cham,cja-Cham-KH,"Cham, Western",Cham,FR KH MY TH US VN,KH,,,NAM SEA WEU,cja,NMC,10-Jan-2018,
cja-Latn,cja-Latn-KH,"Cham, Western",Latn,FR KH MY TH US VN,KH,,,NAM SEA WEU,cja,NMC,10-Jan-2018,
cje,cje-Latn-VN,Chru,Latn,US VN,VN,,,NAM SEA,cje,NMC,10-Jan-2018,
cjh,cjh-Zyyy-US,"Chehalis, Upper",Zyyy,US,US,1,,NAM,cjh,LE,10-Jan-2018,Extinct
cji,cji-Qaax-RU,Chamalal,Qaax,RU,RU,1,,EEU,cji,,,
cjk,cjk-Latn-AO,Cokwe,Latn,AO CD ZM,AO,,,EAF MAF,cjk,LE,12-Jan-2018,
cjm-Arab,cjm-Arab-VN,"Cham, Eastern",Arab,US VN,VN,,,NAM SEA,cjm,NMC,10-Jan-2018,
cjm,cjm-Cham-VN,"Cham, Eastern",Cham,US VN,VN,,,NAM SEA,cjm,CLDR,,
cjm-Latn,cjm-Latn-VN,"Cham, Eastern",Latn,US VN,VN,,,NAM SEA,cjm,NMC,10-Jan-2018,
cjn,cjn-Latn-PG,Chenapian,Latn,PG,PG,1,,MEL,cjn,LE,10-Jan-2018,
cjo,cjo-Latn-PE,"Ashéninka, Pajonal",Latn,PE,PE,,,SAM,cjo,LE,9-Jan-2018,
cjp,cjp-Latn-CR,Cabécar,Latn,CR,CR,,,CAM,cjp,LE,9-Jan-2018,
cjs-Cyrl,cjs-Cyrl-RU,Shor,Cyrl,RU,RU,,,EEU,cjs,,,
cjs-Latn,cjs-Latn-RU,Shor,Latn,RU,RU,,1,EEU,cjs,,,
cjv,cjv-Latn-PG,Chuave,Latn,PG,PG,,,MEL,cjv,LE,10-Jan-2018,
cjy-Hans,cjy-Hans-CN,"Chinese, Jinyu",Hans,CN,CN,,,EAS,cjy,,,
cjy-Hant,cjy-Hant-CN,"Chinese, Jinyu",Hant,CN,CN,,,EAS,cjy,,,
ckb,ckb-Arab-IQ,"Kurdish, Central",Arab,IQ IR,IQ,,,SAS WAS,ckb,CLDR,,
ckh-Zyyy,ckh-Zyyy-BD,Chak,Zyyy,BD MM,BD,,,SAS SEA,ckh,,,
ckl-Latn,ckl-Latn-NG,Kibaku,Latn,NG,NG,,,WAF,ckl,,,
ckn,ckn-Latn-MM,"Chin, Kaang",Latn,MM,MM,,,SEA,ckn,NMC,4-Dec-2017,
cko,cko-Latn-GH,Anufo,Latn,BJ GH TG,GH,,,WAF,cko,LE,12-Jan-2018,
ckq,ckq-Qaax-TD,Kajakse,Qaax,TD,TD,1,,MAF,ckq,,,
ckr,ckr-Latn-PG,Kairak,Latn,PG,PG,,,MEL,ckr,LE,10-Jan-2018,
cks,cks-Latn-NC,Tayo,Latn,NC,NC,1,,MEL,cks,LE,10-Jan-2018,
ckt-Cyrl,ckt-Cyrl-RU,Chukchi,Cyrl,RU,RU,,,EEU,ckt,,,
cku-Latn,cku-Latn-US,Koasati,Latn,US,US,,,NAM,cku,,,
ckv-Latn,ckv-Latn-TW,Kavalan,Latn,TW,TW,,,EAS,ckv,,,
ckx,ckx-Qaax-CM,Caka,Qaax,CM,CM,1,,MAF,ckx,,,
cky-Latn,cky-Latn-NG,Cakfem-Mushere,Latn,NG,NG,,,WAF,cky,,,
ckz,ckz-Latn-GT,Kaqchikel-K'iche' Mixed Language,Latn,GT,GT,1,,CAM,ckz,LE,9-Jan-2018,
cla-Latn,cla-Latn-NG,Ron,Latn,NG,NG,,,WAF,cla,,,
clc,clc-Latn-CA,Chilcotin,Latn,CA,CA,,,NAM,clc,LE,12-Jan-2018,
cld-Syrc,cld-Syrc-IQ,Chaldean Neo-Aramaic,Syrc,BE CA DE IQ LB NL SY TR US,IQ,,,NAM WAS WEU,cld,,,
cle,cle-Latn-MX,"Chinantec, Lealao",Latn,MX,MX,,,CAM,cle,LE,9-Jan-2018,
clh,clh-Qaax-PK,Chilisso,Qaax,PK,PK,1,,SAS,clh,,,
cli,cli-Latn-GH,Chakali,Latn,GH,GH,1,,WAF,cli,LE,12-Jan-2018,
clj,clj-Latn-MM,"Chin, Laitu",Latn,MM,MM,,,SEA,clj,NMC,4-Dec-2017,
clk-Tibt,clk-Tibt-CN,Idu-Mishmi,Tibt,CN IN,CN,,,EAS SAS,clk,,,
cll,cll-Latn-GH,Chala,Latn,GH,GH,1,,WAF,cll,LE,12-Jan-2018,
clm,clm-Latn-US,Clallam,Latn,US,US,1,,NAM,clm,LE,9-Jan-2018,
clo,clo-Latn-MX,"Chontal, Lowland Oaxaca",Latn,MX,MX,,,CAM,clo,LE,9-Jan-2018,
clt,clt-Latn-MM,"Chin, Lautu",Latn,MM,MM,,,SEA,clt,NMC,4-Dec-2017,
clu-Latn,clu-Latn-PH,Caluyanun,Latn,PH,PH,,,SEA,clu,,,
clw-Zyyy,clw-Zyyy-RU,Chulym,Zyyy,RU,RU,,,EEU,clw,,,
cly,cly-Latn-MX,"Chatino, Eastern Highland",Latn,MX,MX,,,CAM,cly,LE,9-Jan-2018,
cma,cma-Latn-VN,Maa,Latn,VN,VN,,,SEA,cma,NMC,4-Dec-2017,
cme-Latn,cme-Latn-BF,Cerma,Latn,BF CI,BF,,,WAF,cme,,,
cmg-Soyo,cmg-Soyo-MN,Classical Mongolian,Soyo,MN,MN,,,,cmg,CLDR,,Historical
cmi,cmi-Latn-CO,Emberá-Chamí,Latn,CO,CO,,,SAM,cmi,LE,9-Jan-2018,
cml,cml-Qaax-ID,Campalagian,Qaax,ID,ID,1,,SEA,cml,,,
cmm,cmm-Zyyy-US,Michigamea,Zyyy,US,US,1,,NAM,cmm,LE,10-Jan-2018,Extinct
cmn-Bopo,cmn-Bopo-TW,"Chinese, Mandarin",Bopo,AU BN BS CA CN GB GQ HK ID KH KR LA LY MM MN MO MY NL NZ PH RU SG TH TW US VN WS ZA ZM,TW,,,ANZ CAR EAF EAS EEU MAF NAM NEU POL SAF SEA WEU,cmn,,,
cmn-Brai,cmn-Brai-CN,"Chinese, Mandarin",Brai,AU BN BS CA CN GB GQ HK ID KH KR LA LY MM MN MO MY NL NZ PH RU SG TH TW US VN WS ZA ZM,CN,,,ANZ CAR EAF EAS EEU MAF NAM NEU POL SAF SEA WEU,cmn,,,
cmn-Hans,cmn-Hans-CN,"Chinese, Mandarin",Hans,AU BN BS CA CN GB GQ HK ID KH KR LA LY MM MN MO MY NL NZ PH RU SG TH TW US VN WS ZA ZM,CN,,,ANZ CAR EAF EAS EEU MAF NAM NEU POL SAF SEA WEU,cmn,,,
cmn-Hant,cmn-Hant-TW,"Chinese, Mandarin",Hant,AU BN BS CA CN GB GQ HK ID KH KR LA LY MM MN MO MY NL NZ PH RU SG TH TW US VN WS ZA ZM,TW,,,ANZ CAR EAF EAS EEU MAF NAM NEU POL SAF SEA WEU,cmn,,,
cmn-Latn,cmn-Latn-CN,"Chinese, Mandarin",Latn,AU BN BS CA CN GB GQ HK ID KH KR LA LY MM MN MO MY NL NZ PH RU SG TH TW US VN WS ZA ZM,CN,,,ANZ CAR EAF EAS EEU MAF NAM NEU POL SAF SEA WEU,cmn,,,
cmo-Khmr,cmo-Khmr-KH,"Mnong, Central",Khmr,KH VN,VN,,,SEA,cmo,NMC,4-Dec-2017,How would we varify this cross boarder language?
cmo-Latn,cmo-Latn-VN,"Mnong, Central",Latn,KH VN,VN,,,SEA,cmo,NMC,4-Dec-2017,How would we varify this cross boarder language?
cmr,cmr-Latn-MM,Mro-Khimi,Latn,MM,MM,,,SEA,cmr,NMC,4-Dec-2017,
cms-Zyyy,cms-Zyyy,Messapic,Zyyy,IT,IT,,,???,cms,,,Ancient
cmt,cmt-Latn-ZA,Camtho,Latn,ZA,ZA,1,,SAF,cmt,LE,9-Jan-2018,
cna-Tibt-x-bodhi,cna-Tibt-IN-x-bodhi,Changthang,Tibt,IN,IN,,,SAS,cna,,,
cnb,cnb-Latn-MM,"Chin, Uppu",Latn,MM,MM,,,SEA,cnb,NMC,4-Dec-2017,
cnc,cnc-Zyyy-VN,Côông,Zyyy,VN,VN,,,SEA,cnc,NMC,20-Nov-2017,
cng-Latn,cng-Latn-CN,"Qiang, Northern",Latn,CN,CN,,,EAS,cng,,,
cnh,cnh-Latn-MM,"Chin, Hakha",Latn,IN MM,MM,,,SAS SEA,cnh,NMC,10-Jan-2018,
cni,cni-Latn-PE,Asháninka,Latn,PE,PE,,,SAM,cni,LE,9-Jan-2018,
cnk,cnk-Latn-MM,"Chin, Khumi",Latn,BD IN MM,MM,,,SAS SEA,cnk,NMC,10-Jan-2018,
cnl,cnl-Latn-MX,"Chinantec, Lalana",Latn,MX,MX,,,CAM,cnl,LE,9-Jan-2018,
cno,cno-Qaax-LA,Con,Qaax,LA,LA,1,,SEA,cno,NMC,20-Nov-2017,
cnr-Cyrl,cnr-Cyrl-ME,Montenegrin,Cyrl,ME,ME,,,???,cnr,LE,18-Jan-2018,"https://www.xpatulator.com/cost-of-living-review/Montenegro-Podgorica_138.cfm
Difficult to say which is predominant:  The Latin script is more likely to predominate in central and southern areas. Cyrillic is largely used in the north and more recently in the coastal areas, because of tourists from Russia. "
cnr-Latn,cnr-Latn-ME,Montenegrin,Latn,ME,ME,,,???,cnr,LE,18-Jan-2018,"https://www.xpatulator.com/cost-of-living-review/Montenegro-Podgorica_138.cfm
Difficult to say which is predominant:  The Latin script is more likely to predominate in central and southern areas. Cyrillic is largely used in the north and more recently in the coastal areas, because of tourists from Russia. "
cns-Latn,cns-Latn-ID,"Asmat, Central",Latn,ID,ID,,,SEA,cns,,,
cnt,cnt-Latn-MX,"Chinantec, Tepetotutla",Latn,MX,MX,,,CAM,cnt,LE,9-Jan-2018,
cnu-Zyyy,cnu-Zyyy-DZ,Chenoua,Zyyy,DZ,DZ,,,NAF,cnu,,,
cnw,cnw-Latn-MM,"Chin, Ngawn",Latn,MM,MM,,,SEA,cnw,NMC,4-Dec-2017,
cnx,cnx-Latn-GB,Middle Cornish,Latn,GB,GB,,,???,cnx,St,,Historical
co,co-Latn-FR,Corsican,Latn,CA CU FR IT PR US UY VE,FR,,,CAR NAM SAM SEU WEU,cos,CLDR,,
coa,coa-Latn-AU,"Malay, Cocos Islands",Latn,AU MY,AU,1,,ANZ SEA,coa,LE,10-Jan-2018,
cob,cob-Zyyy-MX,Chicomuceltec,Zyyy,GT MX,MX,1,,CAM,cob,LE,10-Jan-2018,Extinct
coc,coc-Latn-MX,Cocopa,Latn,MX US,MX,,,CAM NAM,coc,LE,9-Jan-2018,
cod,cod-Latn-PE,Kukama-Kukamiria,Latn,BR CO PE,PE,,,SAM,cod,LE,9-Jan-2018,
coe,coe-Latn-CO,Koreguaje,Latn,CO,CO,,,SAM,coe,LE,9-Jan-2018,
cof,cof-Latn-EC,Colorado,Latn,EC,EC,,,SAM,cof,LE,9-Jan-2018,
cog-Thai,cog-Thai-TH,Chong,Thai,KH TH,TH,,,SEA,cog,NMC,20-Nov-2017,
coh,coh-Latn-KE,Chichonyi-Chidzihana-Chikauma,Latn,KE,KE,,,EAF,coh,LE,10-Jan-2018,
coj,coj-Zyyy-MX,Cochimi,Zyyy,MX,MX,1,,CAM,coj,LE,10-Jan-2018,Extinct
cok,cok-Latn-MX,"Cora, Santa Teresa",Latn,MX,MX,,,CAM,cok,LE,9-Jan-2018,
col,col-Latn-US,Columbia-Wenatchi,Latn,US,US,1,,NAM,col,LE,9-Jan-2018,
com-Latn,com-Latn-US,Comanche,Latn,US,US,,,NAM,com,,,
con,con-Latn-EC,Cofán,Latn,CO EC,EC,,,SAM,con,LE,9-Jan-2018,
coo,coo-Latn-CA,Comox,Latn,CA,CA,1,,NAM,coo,LE,9-Jan-2018,
cop-Arab,cop-Arab-EG,Coptic,Arab,EG,EG,,,NAF,cop,,,Extinct
cop,cop-Copt-EG,Coptic,Copt,EG,EG,,,NAF,cop,CLDR,,Extinct
cop-Grek,cop-Grek-EG,Coptic,Grek,EG,EG,,,NAF,cop,,,Extinct
coq,coq-Zyyy-US,Coquille,Zyyy,US,US,1,,NAM,coq,LE,10-Jan-2018,Extinct
cot,cot-Latn-PE,Caquinte,Latn,PE,PE,,,SAM,cot,LE,9-Jan-2018,
cou-Latn,cou-Latn-SN,Wamey,Latn,GN SN,SN,,,WAF,cou,,,
cov-Zyyy,cov-Zyyy-CN,Cao Miao,Zyyy,CN,CN,,,EAS,cov,,,
cow,cow-Zyyy-US,Cowlitz,Zyyy,US,US,1,,NAM,cow,LE,10-Jan-2018,Extinct
cox,cox-Latn-PE,Nanti,Latn,PE,PE,,,SAM,cox,LE,9-Jan-2018,
coz,coz-Latn-MX,Chocholtec,Latn,MX,MX,1,,CAM,coz,LE,9-Jan-2018,
cpa,cpa-Latn-MX,"Chinantec, Palantla",Latn,MX,MX,,,CAM,cpa,LE,9-Jan-2018,
cpb,cpb-Latn-PE,"Ashéninka, Ucayali-Yurúa",Latn,BR PE,PE,,,SAM,cpb,LE,9-Jan-2018,
cpc,cpc-Latn-PE,Ajyíninka Apurucayali,Latn,PE,PE,,,SAM,cpc,LE,9-Jan-2018,
cpg-Grek,cpg-Grek-GR,Cappadocian Greek,Grek,GR,GR,,,SEU,cpg,,,Extinct
cpi,cpi-Latn-NR,Chinese Pidgin English,Latn,NR,NR,1,,MIC,cpi,LE,10-Jan-2018,
cpn,cpn-Latn-GH,Cherepon,Latn,GH,GH,1,,WAF,cpn,LE,12-Jan-2018,
cpo,cpo-Qaax-BF,Kpeego,Qaax,BF,BF,1,,WAF,cpo,,,
cps,cps-Latn-PH,Capiznon,Latn,PH,PH,,,SEA,cps,CLDR,,
cpu,cpu-Latn-PE,"Ashéninka, Pichis",Latn,PE,PE,,,SAM,cpu,LE,9-Jan-2018,
cpx-Latn,cpx-Latn-CN,"Chinese, Pu-Xian",Latn,CN MY SG,CN,,1,EAS SEA,cpx,,,
cpy,cpy-Latn-PE,"Ashéninka, South Ucayali",Latn,PE,PE,,,SAM,cpy,LE,9-Jan-2018,
cqd-Latn,cqd-Latn-CN,"Miao, Chuanqiandian Cluster",Latn,CN,CN,,,EAS,cqd,,,
cr,cr-Cans-CA,Cree,Cans,CA,CA,,,NAM,cre,CLDR,,
cr-Latn,cr-Latn-CA,Cree,Latn,CA,CA,,,NAM,cre,,,
cra,cra-Qaax-ET,Chara,Qaax,ET,ET,1,,EAF,cra,,,
crb-Zyyy,crb-Zyyy,Island Carib,Zyyy,DM VC,VC,,,???,crb,,,Extinct
crc,crc-Latn-VU,Lonwolwol,Latn,VU,VU,,,MEL,crc,LE,10-Jan-2018,
crd,crd-Latn-US,Coeur d'Alene,Latn,US,US,1,,NAM,crd,LE,9-Jan-2018,
crf,crf-Latn-CO,Caramanta,Latn,CO,CO,1,,SAM,crf,LE,10-Jan-2018,Extinct
crg,crg-Latn-US,Michif,Latn,CA US,US,1,,NAM,crg,LE,9-Jan-2018,
crh,crh-Cyrl-UA,Crimean Tatar,Cyrl,BG KG MD RO RU TR UA US UZ,UA,,,CAS EEU NAM WAS,crh,CLDR,,
crh-Latn,crh-Latn-UA,Crimean Tatar,Latn,BG KG MD RO RU TR UA US UZ,UA,,,CAS EEU NAM WAS,crh,,,
cri,cri-Qaax-ST,Sãotomense,Qaax,PT ST,ST,1,,MAF SEU,cri,,,
crj,crj-Cans-CA,"Cree, Southern East",Cans,CA,CA,,,NAM,crj,CLDR,,
crj-Latn,crj-Latn-CA,"Cree, Southern East",Latn,CA,CA,,,NAM,crj,LE,9-Jan-2018,
crk,crk-Cans-CA,"Cree, Plains",Cans,CA US,CA,,,NAM,crk,CLDR,,
crk-Latn,crk-Latn-CA,"Cree, Plains",Latn,CA US,CA,,,NAM,crk,LE,9-Jan-2018,
crl,crl-Cans-CA,"Cree, Northern East",Cans,CA,CA,,,NAM,crl,CLDR,,
crl-Latn,crl-Latn-CA,"Cree, Northern East",Latn,CA,CA,,,NAM,crl,LE,9-Jan-2018,
crm,crm-Cans-CA,"Cree, Moose",Cans,CA,CA,,,NAM,crm,CLDR,,
crn,crn-Latn-MX,"Cora, El Nayar",Latn,MX US,MX,,,CAM NAM,crn,LE,9-Jan-2018,
cro,cro-Latn-US,Crow,Latn,US,US,,,NAM,cro,LE,9-Jan-2018,
crq,crq-Latn-AR,"Chorote, Iyo'wujwa",Latn,AR PY,AR,,,SAM,crq,LE,9-Jan-2018,
crr,crr-Zyyy-US,Carolina Algonquian,Zyyy,US,US,1,,NAM,crr,LE,10-Jan-2018,Extinct
crs,crs-Latn-SC,Seychelles Creole French,Latn,SC,SC,,,EAF,crs,CLDR,,
crt,crt-Latn-AR,"Chorote, Iyojwa'ja",Latn,AR,AR,,,SAM,crt,LE,9-Jan-2018,
crv-Zyyy,crv-Zyyy-IN,Chaura,Zyyy,IN,IN,,,SAS,crv,,,
crw-Latn,crw-Latn-VN,Chrau,Latn,VN,VN,,,SEA,crw,NMC,20-Nov-2017,
crx-Cans,crx-Cans-CA,Carrier,Cans,CA,CA,,1,NAM,crx,LE,9-Jan-2018,
crx,crx-Latn-CA,Carrier,Latn,CA,CA,,,NAM,crx,LE,9-Jan-2018,
cry-Zyyy,cry-Zyyy-NG,Cori,Zyyy,NG,NG,,,WAF,cry,,,
crz,crz-Zyyy-US,Cruzeño,Zyyy,US,US,1,,NAM,crz,LE,10-Jan-2018,Extinct
cs-Brai,cs-Brai-CZ,Czech,Brai,AT BG CA CZ DE HR IL PL RO RS RU SK US,CZ,,,EEU NAM NEU SEU WAS WEU,ces,,,
cs,cs-Latn-CZ,Czech,Latn,AT BG CA CZ DE HR IL PL RO RS RU SK US,CZ,,,EEU NAM NEU SEU WAS WEU,ces,CLDR,,
csa,csa-Latn-MX,"Chinantec, Chiltepec",Latn,MX,MX,1,,CAM,csa,LE,9-Jan-2018,
csb,csb-Latn-PL,Kashubian,Latn,CA PL,PL,,,EEU NAM,csb,CLDR,,
csc-Zyyy,csc-Zyyy-ES,Catalan Sign Language,Zyyy,ES,ES,1,,SEU,csc,,,
csd,csd-Zyyy-TH,Chiangmai Sign Language,Zyyy,TH,TH,1,,SEA,csd,NMC,4-Dec-2017,very few spakers left
cse-Zyyy,cse-Zyyy-CZ,Czech Sign Language,Zyyy,CZ,CZ,1,,EEU,cse,,,
csf-Zyyy,csf-Zyyy-CU,Cuba Sign Language,Zyyy,CU,CU,1,,CAR,csf,,,
csg-Zyyy,csg-Zyyy-CL,Chilean Sign Language,Zyyy,CL,CL,1,,SAM,csg,,,
csh-Latn,csh-Latn-MM,"Chin, Asho",Latn,BD MM,MM,,,SAS SEA,csh,NMC,10-Jan-2018,
csh,csh-Mymr-MM,"Chin, Asho",Mymr,BD MM,MM,,,SAS SEA,csh,NMC,10-Jan-2018,
csi,csi-Zyyy-US,"Miwok, Coast",Zyyy,US,US,1,,NAM,csi,LE,10-Jan-2018,Extinct
csj,csj-Qaax-MM,"Chin, Songlai",Qaax,MM,MM,1,,SEA,csj,NMC,4-Dec-2017,
csk-Latn,csk-Latn-SN,Jola-Kasa,Latn,GM SN,SN,,,WAF,csk,,,
csl-Zyyy,csl-Zyyy-CN,Chinese Sign Language,Zyyy,CN,CN,1,,EAS,csl,,,
csm,csm-Latn-US,"Miwok, Central Sierra",Latn,US,US,1,,NAM,csm,LE,9-Jan-2018,
csn-Zyyy,csn-Zyyy-CO,Colombian Sign Language,Zyyy,CO,CO,1,,SAM,csn,,,
cso,cso-Latn-MX,"Chinantec, Sochiapam",Latn,MX,MX,,,CAM,cso,LE,9-Jan-2018,
csq-Zyyy,csq-Zyyy-HR,Croatia Sign Language,Zyyy,HR,HR,1,,SEU,csq,,,
csr-Zyyy,csr-Zyyy-CR,Costa Rican Sign Language,Zyyy,CR,CR,1,,CAM,csr,,,
css,css-Zyyy-US,"Ohlone, Southern",Zyyy,US,US,1,,NAM,css,LE,10-Jan-2018,Extinct
cst,cst-Latn-US,"Ohlone, Northern",Latn,US,US,1,,NAM,cst,LE,9-Jan-2018,
csv,csv-Latn-MM,"Chin, Sumtu",Latn,MM,MM,,,SEA,csv,NMC,4-Dec-2017,
csw,csw-Cans-CA,"Cree, Swampy",Cans,CA,CA,,,NAM,csw,CLDR,,
csy,csy-Latn-MM,"Chin, Siyin",Latn,MM,MM,,,SEA,csy,NMC,4-Dec-2017,
csz,csz-Latn-US,Coos,Latn,US,US,1,,NAM,csz,LE,9-Jan-2018,
cta,cta-Latn-MX,"Chatino, Tataltepec",Latn,MX,MX,,,CAM,cta,LE,9-Jan-2018,
ctc,ctc-Latn-US,Chetco,Latn,US,US,1,,NAM,ctc,LE,9-Jan-2018,
ctd,ctd-Latn-MM,"Chin, Tedim",Latn,IN MM,MM,,,SAS SEA,ctd,NMC,10-Jan-2018,
ctd,ctd-Pauc-MM,"Chin, Tedim",Pauc,MM,MM,,,???,ctd,CLDR,,
cte,cte-Latn-MX,"Chinantec, Tepinapa",Latn,MX,MX,,,CAM,cte,LE,9-Jan-2018,
ctg-Arab,ctg-Arab-BD,Chittagonian,Arab,BD,BD,,,SAS,ctg,,,
ctg-Latn,ctg-Latn-BD,Chittagonian,Latn,BD,BD,,,SAS,ctg,,,
cth,cth-Latn-MM,"Chin, Thaiphum",Latn,MM,MM,,,SEA,cth,NMC,4-Dec-2017,
ctl,ctl-Latn-MX,"Chinantec, Tlacoatzintepec",Latn,MX,MX,,,CAM,ctl,LE,9-Jan-2018,
