Lang_Id,likely_subtag,LangName,script,regions,default region,unwritten,not used,areas,ISO 639-3,confirmed,Date modified,comments
tuh,tuh-Latn-PG,Taulil,Latn,PG,PG,,,MEL,tuh,LE,10-Jan-2018,
tui-Latn,tui-Latn-CM,Tupuri,Latn,CM TD,CM,,,MAF,tui,,,
tuj,tuj-Zyyy-ID,Tugutil,Zyyy,ID,ID,,,SEA,tuj,,,
tul-Latn,tul-Latn-NG,Tula,Latn,NG,NG,,,WAF,tul,,,
tum,tum-Latn-MW,Tumbuka,Latn,MW ZM,MW,,,EAF,tum,CLDR,,
tun,tun-Zyyy-US,Tunica,Zyyy,US,US,1,,NAM,tun,LE,10-Jan-2018,Extinct
tuo,tuo-Latn-BR,Tucano,Latn,BR CO,BR,,,SAM,tuo,LE,9-Jan-2018,
tuq-Latn,tuq-Latn-TD,Tedaga,Latn,LY NE NG TD,TD,,,MAF NAF WAF,tuq,,,
tus,tus-Latn-CA,Tuscarora,Latn,CA US,CA,,,NAM,tus,LE,9-Jan-2018,
tuu,tuu-Latn-US,Tututni,Latn,US,US,1,,NAM,tuu,LE,9-Jan-2018,
tuv,tuv-Latn-KE,Turkana,Latn,KE,KE,,,EAF,tuv,LE,12-Jan-2018,
tux,tux-Latn-BR,Tuxináwa,Latn,BR,BR,1,,SAM,tux,LE,10-Jan-2018,Extinct
tuy,tuy-Latn-KE,Tugen,Latn,KE,KE,,,EAF,tuy,LE,12-Jan-2018,
tuz-Latn,tuz-Latn-BF,Turka,Latn,BF CI,BF,,,WAF,tuz,,,
tva,tva-Latn-SB,Vaghua,Latn,SB,SB,1,,MEL,tva,LE,10-Jan-2018,
tvd-Latn,tvd-Latn-NG,Tsuvadi,Latn,NG,NG,,,WAF,tvd,,,
tve,tve-Zyyy-ID,Te'un,Zyyy,ID,ID,,,SEA,tve,,,
tvk,tvk-Latn-VU,"Ambrym, Southeast",Latn,VU,VU,,,MEL,tvk,LE,10-Jan-2018,
tvl,tvl-Latn-TV,Tuvaluan,Latn,FJ KI NR NZ TK TV,TV,,,ANZ MEL MIC POL,tvl,CLDR,,
tvm,tvm-Qaax-ID,Tela-Masbuar,Qaax,ID,ID,1,,SEA,tvm,,,
tvn,tvn-Qaax-MM,Tavoyan,Qaax,MM,MM,1,,SEA,tvn,NMC,6-Dec-2017,
tvo-Latn,tvo-Latn-ID,Tidore,Latn,ID,ID,,,SEA,tvo,,,
tvs,tvs-Latn-KE,Taveta,Latn,KE,KE,,,EAF,tvs,LE,12-Jan-2018,
tvt,tvt-Zyyy-IN,"Naga, Tutsa",Zyyy,IN,IN,,,SAS,tvt,,,
tvu-Latn,tvu-Latn-CM,Tunen,Latn,CM,CM,,,MAF,tvu,,,
tvw-Latn,tvw-Latn-ID,Sedoa,Latn,ID,ID,,,SEA,tvw,,,
tvy,tvy-Zyyy-TL,"Pidgin, Timor",Zyyy,TL,TL,,,SEA,tvy,,,Extinct
tw,tw-Latn-GH,Twi,Latn,GH,GH,,,WAF,twi,LE,12-Jan-2018,Ethnologue handles differently
twa,twa-Zyyy-US,Twana,Zyyy,US,US,1,,NAM,twa,LE,10-Jan-2018,Extinct
twb-Latn,twb-Latn-PH,"Tawbuid, Western",Latn,PH,PH,,,SEA,twb,,,
twc,twc-Zyyy,Teshenawa,Zyyy,??,??,,,???,twc,,,Extinct
twd,twd-Latn-NL,Twents,Latn,NL,NL,,,WEU,twd,LE,12-Jan-2018,
twe,twe-Zyyy-ID,Teiwa,Zyyy,ID,ID,,,SEA,twe,,,
twf,twf-Latn-US,"Tiwa, Northern",Latn,US,US,,,NAM,twf,LE,9-Jan-2018,
twg,twg-Zyyy-ID,Tereweng,Zyyy,ID,ID,,,SEA,twg,,,
twh,twh-Latn-VN,Tai Dón,Latn,CN LA VN,VN,,,EAS SEA,twh,NMC,11-Jan-2018,
twh-Tavt,twh-Tavt-VN,Tai Dón,Tavt,CN LA VN,VN,,,EAS SEA,twh,NMC,11-Jan-2018,
twl-Latn,twl-Latn-MZ,Tawara,Latn,MZ,MZ,,,EAF,twl,,,
twm-Deva,twm-Deva-IN,"Monpa, Tawang",Deva,CN IN,IN,,,EAS SAS,twm,,,
twn,twn-Qaax-CM,Twendi,Qaax,CM,CM,1,,MAF,twn,,,
two,two-Latn-BW,Tswapong,Latn,BW,BW,1,,SAF,two,LE,9-Jan-2018,
twp,twp-Latn-PG,Ere,Latn,PG,PG,1,,MEL,twp,LE,10-Jan-2018,
twq,twq-Latn-NE,Tasawaq,Latn,NE,NE,,,WAF,twq,CLDR,,
twr,twr-Latn-MX,"Tarahumara, Southwestern",Latn,MX,MX,1,,CAM,twr,LE,9-Jan-2018,
twt,twt-Latn-BR,Turiwára,Latn,BR,BR,1,,SAM,twt,LE,10-Jan-2018,Extinct
twu-Latn,twu-Latn-ID,Termanu,Latn,ID,ID,,,SEA,twu,,,
tww,tww-Latn-PG,Tuwari,Latn,PG,PG,1,,MEL,tww,LE,10-Jan-2018,
twx-Latn,twx-Latn-MZ,Tewe,Latn,MZ,MZ,,,EAF,twx,,,
twy-Latn,twy-Latn-ID,Tawoyan,Latn,ID,ID,,,SEA,twy,,,
txa-Latn,txa-Latn-MY,Tombonuo,Latn,MY,MY,,,SEA,txa,,,
txb,txb-Zyyy,Tokharian B,Zyyy,??,??,,,???,txb,,,Ancient
txc,txc-Zyyy,Tsetsaut,Zyyy,??,??,,,???,txc,,,Extinct
txe,txe-Zyyy-ID,Totoli,Zyyy,ID,ID,,,SEA,txe,,,
txg-Tang,txg-Tang-CN,Tangut,Tang,CN,CN,,,EAS,txg,CLDR,,Ancient
txh,txh-Zyyy,Thracian,Zyyy,??,??,,,???,txh,,,Ancient
txi,txi-Latn-BR,Ikpeng,Latn,BR,BR,1,,SAM,txi,LE,9-Jan-2018,
txj,txj-Zyyy-NG,Tarjumo,Zyyy,NG,NG,,,WAF,txj,,,
txm,txm-Zyyy-ID,Tomini,Zyyy,ID,ID,,,SEA,txm,,,
txn-Latn,txn-Latn-ID,"Tarangan, West",Latn,ID,ID,,,SEA,txn,,,
txo-Beng,txo-Beng-IN,Toto,Beng,IN,IN,,,SAS,txo,,,
txo-Deva,txo-Deva-IN,Toto,Deva,IN,IN,,,SAS,txo,,,
txq-Latn,txq-Latn-ID,Tii,Latn,ID,ID,,,SEA,txq,,,
txr,txr-Zyyy,Tartessian,Zyyy,??,??,,,???,txr,,,Ancient
txs-Latn,txs-Latn-ID,Tonsea,Latn,ID,ID,,,SEA,txs,,,
txt-Latn,txt-Latn-ID,Citak,Latn,ID,ID,,,SEA,txt,,,
txu,txu-Latn-BR,Kayapó,Latn,BR,BR,,,SAM,txu,LE,9-Jan-2018,
txx-Latn,txx-Latn-MY,Tatana,Latn,MY,MY,,,SEA,txx,,,
txy,txy-Latn-MG,"Malagasy, Tanosy",Latn,MG,MG,,,EAF,txy,,,
ty,ty-Latn-PF,Tahitian,Latn,NC PF VU,PF,,,MEL POL,tah,CLDR,,
tya,tya-Latn-PG,Tauya,Latn,PG,PG,,,MEL,tya,LE,10-Jan-2018,
tye-Latn,tye-Latn-NG,Kyanga,Latn,BJ NG,NG,,,WAF,tye,,,
tyh,tyh-Zyyy-VN,O'du,Zyyy,LA VN,VN,,,SEA,tyh,NMC,6-Dec-2017,dying language
tyi,tyi-Latn-CG,Teke-Tsaayi,Latn,CG,CG,,,MAF,tyi,LE,12-Jan-2018,
tyj-Latn,tyj-Latn-VN,Tai Yo,Latn,LA VN,VN,,,SEA,tyj,NMC,7-Dec-2017,
tyj-x-taiyo,tyj-Qaaw-VN-x-taiyo,Tai Yo,Qaaw,LA VN,VN,,1,SEA,tyj,NMC,7-Dec-2017,Tai Yo script varient for abandoned Tai Yo script
tyl,tyl-Qaax-VN,Thu Lao,Qaax,VN,VN,1,,SEA,tyl,NMC,6-Dec-2017,
tyn-Latn,tyn-Latn-ID,Kombai,Latn,ID,ID,,,SEA,tyn,,,
typ,typ-Zyyy-AU,Thaypan,Zyyy,AU,AU,1,,ANZ,typ,LE,10-Jan-2018,Extinct
tyr,tyr-Tavt-VN,Tai Daeng,Tavt,LA TH US VN,VN,,,NAM SEA,tyr,NMC,10-Jan-2018,
tys,tys-Zyyy-VN,Tày Sa Pa,Zyyy,VN,VN,,,SEA,tys,NMC,6-Dec-2017,
tyt-Latn,tyt-Latn-VN,Tày Tac,Latn,VN,VN,,,SEA,tyt,NMC,,checking on
tyt-Tavt,tyt-Tavt-VN,Tày Tac,Tavt,VN,VN,,,SEA,tyt,NMC,,checking on
tyu,tyu-Latn-BW,Kua,Latn,BW,BW,1,,SAF,tyu,LE,9-Jan-2018,
tyv,tyv-Cyrl-RU,Tuva,Cyrl,CN MN RU,RU,,,EAS EEU,tyv,CLDR,,
tyx,tyx-Latn-CG,Teke-Tyee,Latn,CG,CG,,,MAF,tyx,LE,12-Jan-2018,
tyz,tyz-Latn-VN,Tày,Latn,US VN,VN,,,NAM SEA,tyz,NMC,10-Jan-2018,
tza,tza-Zyyy-TZ,Tanzanian Sign Language,Zyyy,TZ,TZ,,,EAF,tza,,,
tzh,tzh-Latn-MX,Tzeltal,Latn,MX,MX,,,CAM,tzh,LE,9-Jan-2018,
tzj,tzj-Latn-GT,Tz'utujil,Latn,GT,GT,,,CAM,tzj,LE,9-Jan-2018,
tzl,tzl-Zyyy,Talossan,Zyyy,No Man's Land,??,,,???,tzl,,,Constructed
tzm-Arab,tzm-Arab-MA,"Tamazight, Central Atlas",Arab,FR MA,MA,,,NAF WEU,tzm,,,
tzm,tzm-Latn-MA,"Tamazight, Central Atlas",Latn,FR MA,MA,,,NAF WEU,tzm,CLDR,,
tzm-Tfng,tzm-Tfng-MA,"Tamazight, Central Atlas",Tfng,FR MA,MA,,,NAF WEU,tzm,,,
tzn-Latn,tzn-Latn-ID,Tugun,Latn,ID,ID,,,SEA,tzn,,,
tzo,tzo-Latn-MX,Tzotzil,Latn,MX,MX,,,CAM,tzo,LE,9-Jan-2018,
tzx,tzx-Latn-PG,Tabriak,Latn,PG,PG,1,,MEL,tzx,LE,10-Jan-2018,
uam,uam-Latn-BR,Uamué,Latn,BR,BR,1,,SAM,uam,LE,10-Jan-2018,Extinct
uan,uan-Zyyy-LA,Kuan,Zyyy,LA,LA,,,SEA,uan,NMC,20-Nov-2017,
uar,uar-Latn-PG,Tairuma,Latn,PG,PG,,,MEL,uar,LE,10-Jan-2018,
uba,uba-Zyyy-NG,Ubang,Zyyy,NG,NG,,,WAF,uba,,,
ubi-Latn,ubi-Latn-TD,Ubi,Latn,TD,TD,,,MAF,ubi,,,
ubl-Latn,ubl-Latn-PH,"Bikol, Buhi'non",Latn,PH,PH,,,SEA,ubl,,,
ubr,ubr-Latn-PG,Ubir,Latn,PG,PG,,,MEL,ubr,LE,10-Jan-2018,
ubu,ubu-Latn-PG,Umbu-Ungu,Latn,PG,PG,,,MEL,ubu,LE,10-Jan-2018,
uby,uby-Zyyy-TR,Ubykh,Zyyy,TR,TR,1,,WAS,uby,LE,10-Jan-2018,Extinct
uda,uda-Zyyy-NG,Uda,Zyyy,NG,NG,,,WAF,uda,,,
ude-Cyrl,ude-Cyrl-RU,Udihe,Cyrl,RU,RU,,,EEU,ude,,,
udg,udg-Qaax-IN,Muduga,Qaax,IN,IN,1,,SAS,udg,,,
udi-Cyrl,udi-Cyrl-AZ,Udi,Cyrl,AZ GE RU TM,AZ,,,CAS EEU WAS,udi,,,
udj,udj-Zyyy-ID,Ujir,Zyyy,ID,ID,,,SEA,udj,,,
udl-Latn,udl-Latn-CM,Wuzlam,Latn,CM,CM,,,MAF,udl,,,
udm,udm-Cyrl-RU,Udmurt,Cyrl,KZ RU,RU,,,CAS EEU,udm,CLDR,,
udm-Latn,udm-Latn-RU,Udmurt,Latn,KZ RU,RU,,,CAS EEU,udm,,,
udu,udu-Latn-SD,Uduk,Latn,SD SS,SD,,,EAF NAF,udu,LE,12-Jan-2018,
ues,ues-Zyyy-ID,Kioko,Zyyy,ID,ID,,,SEA,ues,,,
ufi,ufi-Latn-PG,Ufim,Latn,PG,PG,1,,MEL,ufi,LE,10-Jan-2018,
ug,ug-Arab-CN,Uyghur,Arab,AF CN DE IN KG KZ MN PK RU SA TJ TM TR TW US UZ,CN,,,CAS EAS EEU NAM SAS,uig,CLDR,,
ug-Cyrl,ug-Cyrl-KZ,Uyghur,Cyrl,AF CN DE IN KG KZ MN PK RU SA TJ TM TR TW US UZ,KZ,,,CAS EAS EEU NAM SAS,uig,CLDR,,
ug-KZ,ug-Cyrl-KZ,Uyghur,Cyrl,KZ,KZ,,,???,uig,CLDR,,
ug-MN,ug-Cyrl-MN,Uyghur,Cyrl,MN,MN,,,???,uig,CLDR,,
ug-Latn,ug-Latn-CN,Uyghur,Latn,AF CN DE IN KG KZ MN PK RU SA TJ TM TR TW US UZ,CN,,,CAS EAS EEU NAM SAS,uig,,,
uga,uga-Ugar-SY,Ugaritic,Ugar,SY,SY,,,WAS,uga,CLDR,,Ancient
ugb,ugb-Zyyy-AU,Kuku-Ugbanh,Zyyy,AU,AU,1,,ANZ,ugb,LE,10-Jan-2018,Extinct
uge,uge-Latn-SB,Ughele,Latn,SB,SB,1,,MEL,uge,LE,10-Jan-2018,
ugn,ugn-Zyyy-UG,Ugandan Sign Language,Zyyy,UG,UG,,,EAF,ugn,,,
ugo,ugo-Qaax-TH,Ugong,Qaax,TH,TH,1,,SEA,ugo,NMC,6-Dec-2017,
ugy-Zyyy,ugy-Zyyy-UY,Uruguayan Sign Language,Zyyy,UY,UY,1,,SAM,ugy,,,
uha,uha-Zyyy-NG,Uhami,Zyyy,NG,NG,,,WAF,uha,,,
uhn-Latn,uhn-Latn-ID,Damal,Latn,ID,ID,,,SEA,uhn,,,
uis,uis-Latn-PG,Uisai,Latn,PG,PG,,,MEL,uis,LE,10-Jan-2018,
uiv-Latn,uiv-Latn-CM,Iyive,Latn,CM NG,CM,,,MAF WAF,uiv,,,
uji,uji-Zyyy-NG,Tanjijili,Zyyy,NG,NG,,,WAF,uji,,,
uk,uk-Cyrl-UA,Ukrainian,Cyrl,AM AR AZ BA BG BR BY CA CZ DE EE FI GE HR HU KG KZ LT LV MD PL PT RO RS RU SK TJ TM UA US UZ,UA,,,CAS EEU NAM NEU SAM SEU WAS WEU,ukr,CLDR,,
uka,uka-Zyyy-ID,Kaburi,Zyyy,ID,ID,,,SEA,uka,,,
ukg,ukg-Latn-PG,Ukuriguma,Latn,PG,PG,1,,MEL,ukg,LE,10-Jan-2018,
ukh,ukh-Qaax-CF,Ukhwejo,Qaax,CF,CF,1,,MAF,ukh,jb,,
ukk,ukk-Latn-MM,Muak Sa-aak,Latn,MM,MM,,,SEA,ukk,NMC,20-Nov-2017,was added to ISO 639-3 in 2/2017 (www-01.sil.org/iso639-3/cr_files/2016-026_ukk.pdf)
ukl,ukl-Zyyy-UA,Ukrainian Sign Language,Zyyy,UA,UA,,,EEU,ukl,,,
ukp,ukp-Zyyy-NG,Ukpe-Bayobiri,Zyyy,NG,NG,,,WAF,ukp,,,
ukq,ukq-Zyyy-NG,Ukwa,Zyyy,NG,NG,,,WAF,ukq,,,
uks-Zyyy,uks-Zyyy-BR,Kaapor Sign Language,Zyyy,BR,BR,1,,SAM,uks,,,
uku,uku-Zyyy-NG,Ukue,Zyyy,NG,NG,,,WAF,uku,,,
ukw,ukw-Zyyy-NG,Ukwuani-Aboh-Ndoni,Zyyy,NG,NG,,,WAF,ukw,,,
uky,uky-Zyyy-AU,Kuuk-Yak,Zyyy,AU,AU,1,,ANZ,uky,LE,10-Jan-2018,Extinct
ula,ula-Zyyy-NG,Fungwa,Zyyy,NG,NG,,,WAF,ula,,,
ulb,ulb-Zyyy-NG,Ulukwumi,Zyyy,NG,NG,,,WAF,ulb,,,
ulc,ulc-Zyyy-RU,Ulch,Zyyy,RU,RU,,,EEU,ulc,,,
ule,ule-Latn-AR,Lule,Latn,AR,AR,1,,SAM,ule,LE,10-Jan-2018,Extinct
ulf,ulf-Zyyy-ID,Usku,Zyyy,ID,ID,,,SEA,ulf,,,
uli,uli-Latn-FM,Ulithian,Latn,FM US,FM,,,MIC NAM,uli,CLDR,,
ulk,ulk-Latn-AU,Meriam,Latn,AU,AU,,,ANZ,ulk,LE,10-Jan-2018,
ull,ull-Qaax-IN,Ullatan,Qaax,IN,IN,1,,SAS,ull,,,
ulm,ulm-Qaax-ID,Ulumanda',Qaax,ID,ID,1,,SEA,ulm,,,
uln,uln-Zyyy-PG,Unserdeutsch,Zyyy,AU PG,PG,,,ANZ MEL,uln,,,
ulu-Latn,ulu-Latn-ID,Uma' Lung,Latn,ID,ID,,,SEA,ulu,,,
ulw,ulw-Latn-NI,Ulwa,Latn,NI,NI,1,,CAM,ulw,LE,9-Jan-2018,
uma,uma-Latn-US,Umatilla,Latn,US,US,1,,NAM,uma,LE,9-Jan-2018,
umb,umb-Latn-AO,Umbundu,Latn,AO,AO,,,MAF,umb,CLDR,,
umc,umc-Zyyy,Marrucinian,Zyyy,??,??,,,???,umc,,,Ancient
umd,umd-Zyyy-AU,Umbindhamu,Zyyy,AU,AU,1,,ANZ,umd,LE,10-Jan-2018,Extinct
umg,umg-Zyyy-AU,Umbuygamu,Zyyy,AU,AU,1,,ANZ,umg,LE,10-Jan-2018,Extinct
umi,umi-Qaax-MY,Ukit,Qaax,MY,MY,1,,SEA,umi,,,
umm-Latn,umm-Latn-NG,Umon,Latn,NG,NG,,,WAF,umm,,,
umn,umn-Latn-MM,"Naga, Makyan",Latn,MM,MM,,,SEA,umn,NMC,6-Dec-2017,
umo,umo-Latn-BR,Umotína,Latn,BR,BR,1,,SAM,umo,LE,10-Jan-2018,Extinct
ump,ump-Latn-AU,Umpila,Latn,AU,AU,1,,ANZ,ump,LE,10-Jan-2018,
umr,umr-Zyyy-AU,Umbugarla,Zyyy,AU,AU,1,,ANZ,umr,LE,10-Jan-2018,Extinct
ums-Latn,ums-Latn-ID,Pendau,Latn,ID,ID,,,SEA,ums,,,
umu,umu-Latn-CA,Munsee,Latn,CA,CA,,,NAM,umu,LE,9-Jan-2018,
una,una-Latn-PG,"Watut, North",Latn,PG,PG,1,,MEL,una,LE,10-Jan-2018,
und,und-Zyyy,Undetermined,Zyyy,World,World,,,???,und,,,Special
une,une-Zyyy-NG,Uneme,Zyyy,NG,NG,,,WAF,une,,,
ung,ung-Latn-AU,Ngarinyin,Latn,AU,AU,1,,ANZ,ung,LE,10-Jan-2018,
unk,unk-Latn-BR,Enawené-Nawé,Latn,BR,BR,1,,SAM,unk,LE,9-Jan-2018,
unm,unm-Zyyy-US,Unami,Zyyy,US,US,1,,NAM,unm,LE,10-Jan-2018,Extinct
unn,unn-Latn-AU,Kurnai,Latn,AU,AU,1,,ANZ,unn,LE,10-Jan-2018,
unr,unr-Beng-IN,Mundari,Beng,BD IN NP,IN,,,SAS,unr,CLDR,,
unr-Deva,unr-Deva-NP,Mundari,Deva,BD IN NP,NP,,,SAS,unr,CLDR,,
unr-NP,unr-Deva-NP,Mundari,Deva,NP,NP,,,SAS,unr,CLDR,,
unr-Latn,unr-Latn-IN,Mundari,Latn,BD IN NP,IN,,,SAS,unr,,,
unr-Orya,unr-Orya-IN,Mundari,Orya,BD IN NP,IN,,,SAS,unr,,,
unu,unu-Latn-PG,Unubahe,Latn,PG,PG,1,,MEL,unu,LE,10-Jan-2018,
unx,unx-Beng-IN,Munda,Beng,IN,IN,,,SAS,unx,CLDR,,
unx-Deva,unx-Deva-IN,Munda,Deva,IN,IN,,,SAS,unx,,,
unz,unz-Zyyy-ID,"Kaili, Unde",Zyyy,ID,ID,,,SEA,unz,,,
upi,upi-Latn-PG,Umeda,Latn,PG,PG,1,,MEL,upi,LE,10-Jan-2018,
upv,upv-Latn-VU,Uripiv-Wala-Rano-Atchin,Latn,VU,VU,,,MEL,upv,LE,10-Jan-2018,
ur,ur-Arab-PK,Urdu,Arab,AE AU BD BH BW CA DE DK FI FJ GB IN MU MW NO NP OM PK QA SA SG US ZA ZM,PK,,,ANZ EAF MEL NAM NEU SAF SAS SEA WAS WEU,urd,CLDR,,
ur-Brai,ur-Brai-PK,Urdu,Brai,AE AU BD BH BW CA DE DK FI FJ GB IN MU MW NO NP OM PK QA SA SG US ZA ZM,PK,,,ANZ EAF MEL NAM NEU SAF SAS SEA WAS WEU,urd,,,
ur-Latn,ur-Latn-PK,Urdu,Latn,GB PK,PK,,,???,urd,St,,Romanised Urdu
ura,ura-Latn-PE,Urarina,Latn,PE,PE,,,SAM,ura,LE,9-Jan-2018,
urb,urb-Latn-BR,Kaapor,Latn,BR,BR,,,SAM,urb,LE,9-Jan-2018,
urc,urc-Zyyy-AU,Urningangg,Zyyy,AU,AU,1,,ANZ,urc,LE,10-Jan-2018,Extinct
ure,ure-Latn-BO,Uru,Latn,BO,BO,1,,SAM,ure,LE,9-Jan-2018,
urf,urf-Zyyy-AU,Uradhi,Zyyy,AU,AU,1,,ANZ,urf,LE,10-Jan-2018,Extinct
urg,urg-Latn-PG,Urigina,Latn,PG,PG,,,MEL,urg,LE,10-Jan-2018,
urh-Latn,urh-Latn-NG,Urhobo,Latn,NG,NG,,,WAF,urh,,,
uri,uri-Latn-PG,Urim,Latn,PG,PG,,,MEL,uri,LE,10-Jan-2018,
urk,urk-Thai-TH,Urak Lawoi',Thai,TH,TH,,,SEA,urk,NMC,7-Dec-2017,
url,url-Qaax-IN,Urali,Qaax,IN,IN,1,,SAS,url,,,
urm,urm-Latn-PG,Urapmin,Latn,PG,PG,1,,MEL,urm,LE,10-Jan-2018,
urn,urn-Zyyy-ID,Uruangnirin,Zyyy,ID,ID,,,SEA,urn,,,
uro,uro-Latn-PG,Ura,Latn,PG,PG,,,MEL,uro,LE,10-Jan-2018,
urp,urp-Latn-BR,Uru-Pa-In,Latn,BR,BR,1,,SAM,urp,LE,9-Jan-2018,
urr,urr-Latn-VU,Löyöp,Latn,VU,VU,1,,MEL,urr,LE,10-Jan-2018,
urt,urt-Latn-PG,Urat,Latn,PG,PG,,,MEL,urt,LE,10-Jan-2018,
uru,uru-Latn-BR,Urumi,Latn,BR,BR,1,,SAM,uru,LE,10-Jan-2018,Extinct
urv,urv-Zyyy-PG,Uruava,Zyyy,PG,PG,1,,MEL,urv,LE,10-Jan-2018,Extinct
urw,urw-Latn-PG,Sop,Latn,PG,PG,,,MEL,urw,LE,10-Jan-2018,
urx,urx-Latn-PG,Urimo,Latn,PG,PG,1,,MEL,urx,LE,10-Jan-2018,
ury-Latn,ury-Latn-ID,Orya,Latn,ID,ID,,,SEA,ury,,,
urz,urz-Latn-BR,Uru-Eu-Wau-Wau,Latn,BR,BR,1,,SAM,urz,LE,9-Jan-2018,
usa,usa-Latn-PG,Usarufa,Latn,PG,PG,,,MEL,usa,LE,10-Jan-2018,
ush,ush-Qaax-PK,Ushojo,Qaax,PK,PK,1,,SAS,ush,,,
usi-Beng,usi-Beng-BD,Usoi,Beng,BD,BD,,,SAS,usi,,,
usi-Latn,usi-Latn-BD,Usoi,Latn,BD,BD,,,SAS,usi,,,
usk,usk-Qaax-CM,Usaghade,Qaax,CM NG,CM,1,,MAF WAF,usk,,,
usp,usp-Latn-GT,Uspanteko,Latn,GT,GT,,,CAM,usp,LE,9-Jan-2018,
usu,usu-Latn-PG,Uya,Latn,PG,PG,1,,MEL,usu,LE,10-Jan-2018,
uta,uta-Qaax-NG,Otank,Qaax,NG,NG,1,,WAF,uta,,,
ute,ute-Latn-US,Ute-Southern Paiute,Latn,US,US,,,NAM,ute,LE,9-Jan-2018,
utp,utp-Latn-SB,Amba,Latn,SB,SB,,,MEL,utp,LE,10-Jan-2018,
utr-Latn,utr-Latn-NG,Etulo,Latn,NG,NG,,,WAF,utr,,,
utu,utu-Latn-PG,Utu,Latn,PG,PG,1,,MEL,utu,LE,10-Jan-2018,
uum-Cyrl,uum-Cyrl-GE,Urum,Cyrl,GE GR UA,GE,,,EEU SEU WAS,uum,,,
uum-Grek,uum-Grek-GE,Urum,Grek,GE GR UA,GE,,,EEU SEU WAS,uum,,,
uun-Latn,uun-Latn-TW,Kulon-Pazeh,Latn,TW,TW,,,EAS,uun,,,
uur,uur-Latn-VU,Ura,Latn,VU,VU,1,,MEL,uur,LE,10-Jan-2018,
uuu,uuu-Qaax-CN,U,Qaax,CN,CN,1,,EAS,uuu,,,
uve,uve-Latn-NC,Fagauvea,Latn,NC,NC,,,MEL,uve,LE,10-Jan-2018,
uvh,uvh-Latn-PG,Uri,Latn,PG,PG,,,MEL,uvh,LE,10-Jan-2018,
uvl,uvl-Latn-PG,Lote,Latn,PG,PG,,,MEL,uvl,LE,10-Jan-2018,
uwa,uwa-Latn-AU,Kuku-Uwanh,Latn,AU,AU,1,,ANZ,uwa,LE,10-Jan-2018,
uya,uya-Zyyy-NG,Doko-Uyanga,Zyyy,NG,NG,,,WAF,uya,,,
uz-AF,uz-Arab-AF,Uzbek,Arab,AF,AF,,,CAS SAS,uzb,CLDR,,
uz-Arab,uz-Arab-AF,Uzbek,Arab,AF UZ,UZ,,,CAS SAS,uzb,CLDR,,
uz-CN,uz-Cyrl-CN,Uzbek,Cyrl,CN,CN,,,CAS SAS,uzb,CLDR,,
uz-Cyrl,uz-Cyrl-UZ,Uzbek,Cyrl,AF UZ,UZ,,,CAS SAS,uzb,,,
uz,uz-Latn-UZ,Uzbek,Latn,AF UZ,UZ,,,CAS SAS,uzb,CLDR,,
uzn-Arab,uzn-Arab-CN,"Uzbek, Northern",Arab,CN IL KG KZ RU TJ TM TR UA US UZ,UZ,,,CAS EAS EEU NAM WAS,uzn,,,
uzn-Brai,uzn-Brai-UZ,"Uzbek, Northern",Brai,CN IL KG KZ RU TJ TM TR UA US UZ,UZ,,,CAS EAS EEU NAM WAS,uzn,,,
uzn-Cyrl,uzn-Cyrl-UZ,"Uzbek, Northern",Cyrl,CN IL KG KZ RU TJ TM TR UA US UZ,UZ,,,CAS EAS EEU NAM WAS,uzn,,,
uzn-Latn,uzn-Latn-CN,"Uzbek, Northern",Latn,CN IL KG KZ RU TJ TM TR UA US UZ,UZ,,,CAS EAS EEU NAM WAS,uzn,,,
uzn-Sogd,uzn-Sogd-CN,"Uzbek, Northern",Sogd,CN IL KG KZ RU TJ TM TR UA US UZ,UZ,,,CAS EAS EEU NAM WAS,uzn,,6-Dec-2017,LE: changed to new ISO 15924 code
uzs-Arab,uzs-Arab-AF,"Uzbek, Southern",Arab,AF PK TR,AF,,,SAS WAS,uzs,,,
uzs-Arab,uzs-Arab-AF,"Uzbek, Southern",Arab,AF PK TR,AF,,,SAS WAS,uzs,,,
vaa-Taml,vaa-Taml-IN,Vaagri Booli,Taml,IN,IN,,,SAS,vaa,,,
vae,vae-Qaax-CF,Vale,Qaax,CF,CF,1,,MAF,vae,jb,,
vaf-Arab,vaf-Arab-IR,Vafsi,Arab,IR,IR,,,SAS,vaf,,,
vag,vag-Latn-GH,Vagla,Latn,GH,GH,,,WAF,vag,LE,12-Jan-2018,
vah-Deva,vah-Deva-IN,Varhadi-Nagpuri,Deva,IN,IN,,,SAS,vah,,,
vai-Latn,vai-Latn-LR,Vai,Latn,LR SL,LR,,,WAF,vai,LE,12-Jan-2018,
vai,vai-Vaii-LR,Vai,Vaii,LR SL,LR,,,WAF,vai,CLDR,,
vaj,vaj-Qaax-NA,Northwestern !Kung,Qaax,AO NA ZA,NA,1,,MAF SAF,vaj,,,
val,val-Latn-PG,Vehes,Latn,PG,PG,1,,MEL,val,LE,10-Jan-2018,
vam,vam-Latn-PG,Vanimo,Latn,PG,PG,,,MEL,vam,LE,10-Jan-2018,
van,van-Latn-PG,Valman,Latn,PG,PG,1,,MEL,van,LE,10-Jan-2018,
